Name,Type,Mileage,Year,Condition,Price
Audi TT S,50 TFSI 320 Quattro TTS Final Ed 2dr S Tronic,20.0,2023,Petrol,46.495
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,32.025,2020,Electric,23.495
Audi A1,35 TFSI S Line Style Edition 5dr,38.2,2019,Petrol,19.49
Audi A3 Saloon,1.4 TFSI S Line 4dr,39.068,2017,Petrol,16.095
Audi S3,S3 TFSI Black Edition Quattro 5dr S Tronic,5.032,2023,Petrol,41.09
Audi Q3,2.0 TDI Quattro S Line Plus 5dr,81.335,2016,Diesel,12.99
Audi S3,S3 TFSI 300 Quattro Black Edition 5dr S Tronic,22.314,2020,Petrol,28.49
Audi S3,S3 TFSI Quattro 5dr S Tronic,55.913,2017,Petrol,20.29
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,68.241,2019,Diesel,38.49
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,28.702,2021,Diesel,48.79
Audi Q8,50 TDI Quattro S Line 5dr Tiptronic,26.136,2019,Diesel,41.99
Audi Q7,50 TDI Quattro S Line 5dr Tiptronic,60.69,2019,Diesel,32.19
Audi TT,40 TFSI Sport Edition 2dr S Tronic,5.133,2023,Petrol,29.49
Audi Q3,35 TDI Vorsprung 5dr S Tronic,19.673,2019,Diesel,31.69
Audi A3,35 TFSI Edition 1 5dr,6.844,2023,Petrol,28.29
Audi A5 Sportback,40 TFSI 204 Black Edition 5dr S Tronic,21.222,2022,Petrol,34.79
Audi Q5,45 TFSI Quattro Sport 5dr S Tronic,39.274,2021,Petrol,29.85
Audi A8,55 TFSI Quattro Black Edition 4dr Tiptronic,1.025,2023,Petrol,63.99
Audi S3,S3 TFSI Quattro Black Edition 4dr S Tronic,44.909,2017,Petrol,24.29
Audi S3,S3 TFSI Quattro 5dr S Tronic,52.515,2018,Petrol,21.495
Audi A5,40 TDI Quattro S Line 2dr S Tronic,35.974,2020,Diesel,21.99
Audi RS4,RS 4 TFSI Quattro Carbon Black 5dr S Tronic,4.25,2023,Petrol,68.99
Audi RS6,RS 6 TFSI Quattro Vorsprung 5dr Tiptronic,18.849,2021,Petrol,76.99
Audi SQ7,SQ7 Quattro 5dr Tip Auto,78.702,2016,Diesel,35.795
Audi Q3,2.0 TDI Quattro Black Edition 5dr,28.847,2017,Diesel,16.9
Audi A4,1.4T FSI Sport 4dr,97.0,2016,Petrol,8.595
Audi A1,30 TFSI Sport 5dr,62.461,2019,Petrol,13.661
Audi A1,25 TFSI Sport 5dr S Tronic,33.947,2020,Petrol,nan
Audi A1,1.4 TFSI 150 Black Edition 5dr,41.113,2016,Petrol,nan
Audi A3,40 e-tron 5dr S Tronic,31.718,2020,Hybrid,16.842
Audi A1,1.6 TDI Black Edition 5dr S Tronic,48.125,2017,Diesel,13.793
Audi A3,1.5 TFSI Black Edition 3dr,48.105,2017,Petrol,nan
Audi Q3,1.4T FSI S Line Edition 5dr S Tronic,45.843,2018,Petrol,17.154
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,72.852,2019,Petrol,21.03
Audi Q3,35 TDI S Line 5dr S Tronic,37.358,2020,Diesel,24.059
Audi A3 Saloon,30 TFSI S Line 4dr S Tronic,8.654,2022,Petrol,22.3
Audi A3,1.0 TFSI SE Technik 5dr,59.54,2018,Petrol,10.75
Audi A3,1.0 TFSI Sport 5dr,34.578,2018,Petrol,12.85
Audi Q2,35 TFSI Black Edition 5dr,44.463,2021,Petrol,21.696
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,7.242,2023,Hybrid,33.802
Audi A3,35 TFSI Sport 5dr S Tronic,55.311,2020,Petrol,15.7
Audi A3,2.0 TFSI S Line 5dr,51.271,2018,Petrol,14.585
Audi A3,1.4 TFSI e-tron 5dr S Tronic,54.002,2018,Hybrid,14.0
Audi Q2,35 TFSI Sport 5dr,42.432,2019,Petrol,14.5
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,34.54,2020,Hybrid,27.455
Audi TT,1.8T FSI S Line 2dr,38.291,2017,Petrol,nan
Audi Q2,35 TFSI S Line 5dr S Tronic,11.575,2022,Petrol,25.649
Audi A3,35 TFSI Black Edition 5dr S Tronic,38.195,2020,Petrol,19.25
Audi A5 Sportback,40 TFSI S Line 5dr S Tronic,55.3,2019,Petrol,18.375
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,28.676,2019,Diesel,23.3
Audi Q2,1.6 TDI Sport 5dr,51.921,2018,Diesel,13.2
Audi A4,2.0 TDI 190 S Line 4dr S Tronic [Leather/Alc],58.069,2018,Diesel,15.0
Audi A1,1.4 TFSI Sport Nav 5dr,27.0,2018,Petrol,12.052
Audi A1,1.4 TFSI 150 Black Edition 5dr,49.954,2016,Petrol,13.146
Audi A1,1.6 TDI S Line Nav 5dr,43.844,2018,Diesel,12.5
Audi A6,40 TFSI Sport 4dr S Tronic,30.49,2022,Petrol,22.9
Audi e-tron,230kW 50 Quattro 71kWh Sport 5dr Auto,19.734,2020,Electric,24.604
Audi Q2,30 TDI S Line 5dr S Tronic,38.002,2019,Diesel,18.036
Audi A3 Saloon,30 TDI Sport 4dr,37.5,2020,Petrol,17.805
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,18.843,2020,Electric,22.5
Audi e-tron,300kW 55 Quattro 95kWh Technik 5dr Auto,16.251,2021,Electric,28.706
Audi Q2,35 TFSI Sport 5dr S Tronic,27.705,2020,Petrol,21.438
Audi A1,40 TFSI S Line Competition 5dr S Tronic,18.419,2020,Petrol,20.157
Audi A1,30 TFSI 110 S Line 5dr S Tronic,18.028,2021,Petrol,20.657
Audi A1,1.4 TFSI Sport 3dr,9.943,2017,Petrol,12.657
Audi A4 Avant,35 TDI S Line 5dr S Tronic,16.729,2021,Diesel,27.971
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,30.107,2020,Electric,22.369
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,39.588,2021,Electric,22.012
Audi A6 Avant,40 TDI Sport 5dr S Tronic,60.19,2019,Diesel,nan
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,12.926,2021,Electric,24.5
Audi A4 Avant,35 TDI Black Edition 5dr S Tronic,29.494,2020,Diesel,25.699
Audi S3,S3 TFSI 300 Quattro 2dr S Tronic,11.3,2019,Petrol,25.999
Audi A1,25 TFSI S Line 5dr,39.079,2021,Petrol,16.399
Audi A3 Saloon,30 TDI Sport 4dr,9.823,2021,Diesel,21.29
Audi S3,S3 TFSI Quattro Vorsprung 4dr S Tronic,9.176,2023,Petrol,43.99
Audi S3,S3 TFSI 300 Quattro Black Edition 5dr S Tronic,34.345,2019,Petrol,24.95
Audi A3 Saloon,35 TFSI Sport 4dr,15.893,2023,Petrol,24.99
Audi A3 Saloon,30 TFSI Sport 4dr,2.0,2023,Petrol,27.99
Audi S3,S3 TFSI 300 Quattro Black Edition 4dr S Tronic,78.769,2019,Petrol,20.95
Audi S3,S3 TFSI Quattro 5dr S Tronic,5.651,2023,Petrol,36.985
Audi A3,1.0 TFSI Sport 5dr,39.914,2016,Petrol,11.95
Audi A3 Saloon,30 TFSI S Line 4dr,3.185,2022,Petrol,23.99
Audi A3,40 TFSI e Sport 5dr S Tronic,4.527,2023,Hybrid,29.985
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,1.63,2023,Hybrid,34.95
Audi A3 Saloon,35 TFSI S Line 4dr,3.18,2023,Petrol,29.99
Audi A3 Saloon,30 TFSI S Line 4dr,6.5,2023,Petrol,23.999
Audi e-tron,230kW 50 Quattro 71kWh Sport 5dr Auto,30.777,2021,Electric,25.157
Audi A3,40 TFSI e S Line 5dr S Tronic,64.593,2021,Hybrid,18.5
Audi A3,35 TFSI Sport 5dr S Tronic,1.8,2023,Petrol,27.99
Audi A3 Saloon,30 TFSI S Line 4dr S Tronic,4.54,2023,Petrol,28.445
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,200.0,2024,Petrol,32.99
Audi A3 Saloon,35 TDI Edition 1 4dr S Tronic,9.427,2023,Diesel,29.985
Audi Q3,35 TFSI Black Edition 5dr,822.0,2024,Petrol,42.99
Audi A3,35 TDI Sport 5dr S Tronic,53.208,2020,Diesel,20.99
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,10.0,2024,Petrol,33.445
Audi A3,35 TFSI Sport 5dr,31.18,2019,Petrol,17.985
Audi A3,35 TFSI S Line 5dr S Tronic,1.5,2024,Petrol,33.79
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,13.0,2024,Petrol,31.95
Audi A3,35 TFSI Black Edition 5dr S Tronic,10.0,2024,Petrol,39.95
Audi A3,30 TFSI Sport 5dr S Tronic,10.0,2024,Petrol,30.95
Audi A3,30 TFSI Sport 5dr S Tronic,10.0,2024,Petrol,30.95
Audi A3,35 TDI S Line 5dr S Tronic,23.507,2020,Diesel,20.49
Audi A3,30 TFSI S Line 5dr,10.0,2024,Petrol,30.95
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,1.0,2024,Petrol,35.49
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,10.0,2024,Hybrid,38.995
Audi A3,S3 TFSI 300 Quattro 5dr S Tronic,22.5,2019,Petrol,25.485
Audi A3,40 TFSI e S line 5dr S Tronic,30.381,2021,Hybrid,25.985
Audi A3,40 TFSI e S Line 5dr S Tronic,5.046,2023,Hybrid,34.95
Audi A3,35 TDI S Line 5dr S Tronic,35.778,2020,Diesel,22.995
Audi A3 Saloon,35 TFSI Sport 4dr,10.127,2023,Petrol,24.285
Audi A3 Saloon,30 TFSI Sport 4dr,12.0,2022,Petrol,20.89
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,966.0,2024,Petrol,32.99
Audi S3,S3 TFSI Quattro 4dr S Tronic,6.669,2022,Petrol,nan
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,3.5,2023,Petrol,39.49
Audi A3 Saloon,30 TFSI Sport 4dr,6.475,2022,Petrol,nan
Audi A3 Saloon,30 TFSI S Line 4dr S Tronic,8.306,2022,Petrol,25.185
Audi A3,35 TFSI S Line 5dr,2.5,2023,Petrol,27.95
Audi A3,40 TFSI e Sport 5dr S Tronic,4.25,2023,Hybrid,30.985
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,1.211,2023,Petrol,36.99
Audi A3,35 TDI S Line 5dr S Tronic,2.56,2023,Diesel,30.95
Audi A3,40 TFSI e Sport 5dr S Tronic,1.12,2023,Hybrid,31.99
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,10.8,2023,Diesel,29.99
Audi A3,40 TFSI e Sport 5dr S Tronic,1.085,2023,Hybrid,35.49
Audi A3 Saloon,30 TFSI S Line 4dr,5.214,2022,Petrol,23.99
Audi A3 Saloon,35 TDI Black Edition 4dr S Tronic,4.5,2023,Diesel,34.99
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,13.099,2023,Diesel,30.99
Audi A3 Saloon,35 TDI Sport 4dr S Tronic,10.052,2023,Diesel,26.999
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,3.46,2023,Petrol,33.99
Audi A3,40 TFSI e S Line 5dr S Tronic,4.527,2023,Hybrid,33.45
Audi A3,35 TFSI S Line 5dr S Tronic,16.78,2022,Petrol,28.95
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,7.557,2023,Diesel,29.99
Audi Q3,45 TFSI e Technik 5dr S Tronic,5.2,2023,Hybrid,38.995
Audi A3,30 TFSI Sport 5dr,3.263,2022,Petrol,22.95
Audi A3 Saloon,30 TFSI S Line 4dr,1.335,2023,Petrol,27.99
Audi A3,30 TFSI Sport 5dr,6.625,2022,Petrol,nan
Audi A3 Saloon,30 TFSI S Line 4dr S Tronic,1.058,2023,Petrol,33.79
Audi A3,35 TFSI Black Edition 5dr S Tronic,10.0,2023,Petrol,39.95
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,7.576,2023,Diesel,27.99
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,10.18,2022,Petrol,25.45
Audi A3,35 TFSI S Line 5dr,6.997,2022,Petrol,28.99
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,11.165,2023,Diesel,29.99
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,3.223,2024,Diesel,34.995
Audi A3 Saloon,35 TDI Sport 4dr S Tronic,3.877,2023,Diesel,26.499
Audi A3,30 TFSI S Line 5dr S Tronic,10.0,2024,Petrol,33.95
Audi A3 Saloon,30 TFSI Sport 4dr,6.58,2022,Petrol,21.45
Audi A3,S3 TFSI Quattro Black Edition 5dr S Tronic,20.815,2018,Petrol,25.95
Audi S3,S3 TFSI Quattro 5dr S Tronic,16.269,2020,Petrol,30.99
Audi A3,35 TDI Black Edition 5dr S Tronic,7.246,2023,Diesel,33.999
Audi A3,35 TDI S Line 5dr S Tronic,7.47,2023,Diesel,29.99
Audi Q3,35 TFSI S Line 5dr S Tronic,25.447,2020,Petrol,31.985
Audi A3 Saloon,30 TFSI S Line 4dr,4.25,2023,Petrol,27.485
Audi A3,30 TFSI S Line 5dr S Tronic,3.441,2023,Petrol,27.999
Audi A3,45 TFSI e S Line Competition 5dr S Tronic [C+S],1.3,2023,Hybrid,35.99
Audi S3,S3 TFSI Quattro 4dr S Tronic,30.062,2021,Petrol,nan
Audi Q3,35 TDI Sport 5dr S Tronic,30.564,2021,Diesel,nan
Audi Q3,35 TDI Sport 5dr S Tronic,16.483,2021,Diesel,26.45
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,1.384,2023,Hybrid,35.995
Audi A3 Saloon,35 TDI Black Edition 4dr S Tronic,2.021,2023,Diesel,35.95
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,8.2,2023,Petrol,30.99
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,35.982,2020,Diesel,nan
Audi S3,S3 TFSI Quattro 4dr S Tronic,5.922,2022,Petrol,36.95
Audi A3,45 TFSI e S Line Competition 5dr S Tronic [C+S],5.875,2023,Hybrid,41.995
Audi Q3,45 TFSI e S Line 5dr S Tronic,2.474,2023,Hybrid,45.99
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic [Tech Pack],2.1,2024,Petrol,33.99
Audi A1,30 TFSI 110 Sport 5dr,36.128,2021,Petrol,15.799
Audi Q3,45 TFSI e Black Edition 5dr S Tronic,5.301,2023,Hybrid,39.95
Audi A3,40 TFSI e S Line 5dr S Tronic,3.902,2023,Hybrid,35.95
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,2.282,2023,Hybrid,35.995
Audi A3 Saloon,30 TFSI Sport 4dr,12.0,2022,Petrol,21.49
Audi A3 Saloon,30 TFSI S line 4dr S Tronic,7.67,2022,Petrol,24.99
Audi A1,30 TFSI 110 S Line 5dr,32.439,2021,Petrol,18.499
Audi Q3,1.4T FSI Sport 5dr S Tronic,36.175,2017,Petrol,17.485
Audi Q3,45 TFSI e S Line 5dr S Tronic,21.577,2021,Hybrid,31.45
Audi Q3,35 TDI Black Edition 5dr S Tronic,5.686,2023,Diesel,41.445
Audi Q3,35 TDI Black Edition 5dr S Tronic,33.843,2021,Diesel,30.99
Audi A3 Saloon,35 TFSI Sport 4dr,2.598,2022,Petrol,26.45
Audi Q3,35 TDI Black Edition 5dr S Tronic,4.501,2023,Diesel,41.999
Audi Q3,35 TDI Sport 5dr S Tronic,4.346,2023,Diesel,38.95
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,5.0,2023,Hybrid,42.49
Audi Q3,35 TDI S Line 5dr S Tronic,14.176,2023,Diesel,31.95
Audi Q3,45 TFSI Quattro S Line 5dr S Tronic,45.646,2020,Petrol,23.95
Audi Q3,45 TFSI e Technik 5dr S Tronic,56.426,2021,Hybrid,24.99
Audi Q3,45 TFSI e Technik 5dr S Tronic,3.685,2023,Hybrid,36.95
Audi Q3,35 TDI Sport 5dr S Tronic,9.0,2023,Diesel,37.39
Audi Q3,35 TDI Technik 5dr S Tronic,11.467,2023,Diesel,31.99
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,954.0,2024,Hybrid,36.95
Audi A3,1.4 TFSI S Line 5dr S Tronic,51.143,2017,Petrol,15.74
Audi Q3,45 TFSI e S Line 5dr S Tronic,11.524,2021,Hybrid,34.95
Audi Q3,45 TFSI Quattro S Line 5dr S Tronic,64.676,2019,Petrol,23.45
Audi e-tron GT,390kW Quattro 93kWh 4dr Auto,7.84,2022,Electric,57.499
Audi A3,40 TFSI e S Line 5dr S Tronic [Tech Pro/17 Alloy],100.0,2024,Hybrid,37.995
Audi Q3,35 TDI Sport 5dr S Tronic,6.166,2023,Diesel,33.95
Audi Q3,35 TFSI Technik 5dr S Tronic,6.973,2023,Petrol,33.99
Audi Q5,55 TFSI e Quattro S Line Competition 5dr S Tronic,38.998,2020,Hybrid,31.5
Audi A1,30 TFSI 110 S Line 5dr,34.85,2020,Petrol,17.5
Audi A5 Sportback,35 TFSI Sport 5dr S Tronic,1.829,2023,Petrol,35.995
Audi A3,2.0 TDI Sport 5dr,29.5,2018,Diesel,15.157
Audi S3,S3 TFSI Quattro 2dr S Tronic,47.864,2017,Petrol,18.657
Audi Q3,1.4T FSI Sport 5dr,62.108,2017,Petrol,13.157
Audi A4,2.0 TDI 190 S Line 4dr,55.0,2016,Diesel,14.157
Audi A4 Avant,35 TDI Black Edition 5dr S Tronic,52.98,2020,Diesel,22.657
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,31.355,2020,Electric,22.157
Audi Q2,30 TDI Technik 5dr,41.99,2020,Diesel,14.857
Audi Q3,35 TFSI Sport 5dr,35.474,2020,Petrol,21.157
Audi Q2,30 TFSI S Line 5dr,27.693,2021,Petrol,24.957
Audi Q2,30 TDI Sport 5dr S Tronic,17.817,2020,Diesel,22.657
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,13.675,2020,Electric,24.157
Audi A3,40 TFSI e S Line 5dr S Tronic,54.495,2021,Hybrid,24.157
Audi Q2,35 TFSI Black Edition 5dr,32.487,2020,Petrol,25.157
Audi A4,2.0T FSI S Line 4dr S Tronic [Leather/Alc],28.0,2018,Petrol,23.157
Audi Q3,35 TFSI S Line 5dr,60.399,2021,Petrol,23.136
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,16.261,2021,Electric,24.657
Audi Q2,35 TFSI S Line 5dr,35.218,2019,Petrol,21.157
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,3.313,2023,Petrol,33.999
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,11.034,2023,Petrol,30.95
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,13.632,2023,Petrol,nan
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,13.081,2023,Petrol,30.85
Audi Q2,35 TFSI Black Edition 5dr,9.323,2022,Petrol,26.95
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,1.006,2024,Petrol,41.995
Audi A5 Sportback,40 TFSI 204 Black Edition 5dr S Tronic,644.0,2024,Petrol,44.995
Audi A5,40 TFSI 204 S Line 2dr S Tronic,7.505,2023,Petrol,33.95
Audi A5,35 TDI S Line 2dr S Tronic,1.067,2023,Diesel,33.999
Audi Q5,45 TFSI Quattro Edition 1 5dr S Tronic,5.283,2023,Petrol,43.85
Audi Q5,55 TFSI e Quattro S Line Competition 5dr S Tronic,25.709,2020,Hybrid,31.995
Audi Q2,35 TFSI Sport 5dr S Tronic,10.0,2024,Petrol,32.49
Audi A5 Sportback,35 TFSI Sport 5dr S Tronic,7.676,2023,Petrol,nan
Audi A5 Cabriolet,40 TFSI S Line 2dr S Tronic,25.995,2019,Petrol,26.49
Audi Q2,35 TFSI Black Edition 5dr,2.5,2023,Petrol,33.45
Audi A5 Sportback,35 TDI Black Edition 5dr S Tronic,2.491,2023,Diesel,38.995
Audi A3,30 TFSI 116 Black Edition 5dr,43.77,2018,Petrol,15.299
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,30.027,2019,Diesel,21.785
Audi Q2,30 TFSI Sport 5dr,4.25,2024,Petrol,25.485
Audi A5,35 TDI S Line 2dr S Tronic,2.919,2023,Diesel,33.999
Audi A5 Sportback,35 TDI Black Edition 5dr S Tronic,1.5,2024,Diesel,49.99
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,13.912,2023,Petrol,30.85
Audi A5 Sportback,35 TDI S Line 5dr S Tronic,13.98,2023,Diesel,31.45
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,31.0,2024,Petrol,41.995
Audi A5 Sportback,40 TFSI 204 S Line 5dr S Tronic,4.937,2023,Petrol,39.95
Audi A5,35 TFSI S Line 2dr S Tronic,4.0,2023,Petrol,33.985
Audi Q5 Sportback,50 TFSI e Quattro S Line 5dr S Tronic,16.118,2021,Hybrid,nan
Audi A5,35 TFSI S Line 2dr S Tronic,2.178,2023,Petrol,31.999
Audi A5 Sportback,40 TDI 204 Quattro Black Edition 5dr S Tronic,1.5,2024,Diesel,50.99
Audi Q2,35 TFSI Black Edition 5dr S Tronic,1.5,2024,Petrol,35.99
Audi A5 Sportback,40 TDI 204 Quattro Black Edition 5dr S Tronic,1.5,2024,Diesel,51.99
Audi A5,40 TFSI 204 S Line 2dr S Tronic,2.5,2023,Petrol,37.45
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,52.56,2020,Petrol,23.985
Audi S5,S5 TDI 341 Quattro 5dr Tiptronic,26.063,2021,Diesel,40.99
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,10.241,2023,Diesel,37.999
Audi Q5 Sportback,40 TDI Quattro Edition 1 5dr S Tronic,33.468,2021,Diesel,40.99
Audi A5,35 TDI Sport 2dr S Tronic,8.744,2023,Diesel,29.999
Audi A5,35 TDI S Line 2dr S Tronic,1.676,2023,Diesel,33.99
Audi Q5,40 TDI Quattro Black Edition 5dr S Tronic,55.798,2019,Diesel,27.25
Audi Q2,35 TFSI S Line 5dr,42.976,2019,Petrol,19.29
Audi A5,40 TFSI 204 S Line 2dr S Tronic,3.277,2023,Petrol,33.99
Audi Q2,35 TFSI S Line 5dr,32.525,2019,Petrol,17.985
Audi A5,35 TFSI S Line 2dr S Tronic,6.782,2023,Petrol,33.95
Audi Q2,1.0 TFSI Sport 5dr,30.0,2018,Petrol,15.45
Audi Q2,30 TFSI Sport 5dr,1.029,2024,Petrol,28.79
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,3.527,2023,Petrol,35.985
Audi Q2,35 TFSI Black Edition 5dr,28.799,2020,Petrol,22.95
Audi Q2,30 TFSI S Line 5dr,45.1,2021,Petrol,19.985
Audi Q2,35 TFSI Sport 5dr S Tronic,1.5,2024,Petrol,32.49
Audi Q2,35 TFSI Sport 5dr S Tronic,1.5,2024,Petrol,31.99
Audi Q2,35 TFSI Sport 5dr S Tronic,10.0,2024,Petrol,32.95
Audi Q2,35 TFSI S Line 5dr S Tronic,624.0,2024,Petrol,35.995
Audi Q2,35 TFSI S Line 5dr S Tronic,1.5,2024,Petrol,34.99
Audi Q2,30 TFSI S Line 5dr,3.028,2023,Petrol,25.999
Audi Q2,35 TFSI S Line 5dr S Tronic,10.0,2024,Petrol,38.49
Audi Q2,35 TFSI Sport 5dr S Tronic,1.5,2024,Petrol,32.49
Audi Q2,35 TFSI Black Edition 5dr,7.289,2023,Petrol,31.29
Audi Q2,35 TFSI Black Edition 5dr S Tronic,10.0,2024,Petrol,34.95
Audi Q2,35 TFSI Black Edition 5dr S Tronic,10.0,2024,Petrol,34.995
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,62.415,2019,Diesel,23.785
Audi Q2,35 TFSI Sport 5dr S Tronic,10.0,2024,Petrol,32.95
Audi Q2,30 TFSI Sport 5dr,25.98,2020,Petrol,nan
Audi A5,40 TFSI 204 S Line 2dr S Tronic,13.427,2022,Petrol,29.985
Audi Q5,50 TFSI e Quattro Black Edition 5dr S Tronic,990.0,2023,Hybrid,58.99
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,4.178,2023,Hybrid,45.995
Audi A5,40 TFSI 204 S Line 2dr S Tronic,2.0,2023,Petrol,35.99
Audi Q2,30 TFSI Sport 5dr,56.091,2020,Petrol,15.95
Audi Q2,30 TFSI Black Edition 5dr,2.07,2023,Petrol,29.95
Audi A5,35 TDI Sport 2dr S Tronic,9.427,2023,Diesel,30.485
Audi Q2,35 TFSI S Line 5dr S Tronic,1.516,2023,Petrol,33.99
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,7.376,2023,Hybrid,49.995
Audi Q2,35 TFSI S Line 5dr,9.427,2023,Petrol,27.485
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,38.381,2022,Petrol,32.99
Audi Q2,35 TFSI S Line 5dr S Tronic,5.0,2023,Petrol,30.99
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,15.713,2021,Diesel,31.95
Audi Q2,30 TFSI S Line 5dr,6.005,2023,Petrol,25.45
Audi Q5 Sportback,50 TFSI e Quattro S Line 5dr S Tronic,1.353,2023,Hybrid,56.99
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,51.261,2020,Diesel,24.99
Audi Q5,50 TFSI e Quattro Sport 5dr S Tronic,2.124,2023,Hybrid,55.95
Audi Q2,30 TFSI S Line 5dr,6.327,2023,Petrol,26.485
Audi Q2,30 TFSI Black Edition 5dr,2.0,2023,Petrol,29.99
Audi Q5,40 TDI Quattro Edition 1 5dr S Tronic,4.995,2023,Diesel,47.99
Audi Q5,40 TDI Quattro Edition 1 5dr S Tronic,5.0,2023,Diesel,47.49
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,995.0,2023,Hybrid,47.99
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,1.0,2023,Diesel,47.95
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,2.7,2023,Hybrid,49.999
Audi Q2,30 TFSI S Line 5dr,6.587,2022,Petrol,23.785
Audi A4 Avant,35 TFSI Technik 5dr,31.435,2019,Petrol,19.29
Audi A5,35 TFSI Black Edition 2dr S Tronic,155.0,2023,Petrol,41.99
Audi Q5 Sportback,50 TFSI e Quattro Edition 1 5dr S Tronic,2.0,2023,Hybrid,55.99
Audi Q5 Sportback,45 TFSI Quattro Black Edition 5dr S Tronic,3.5,2023,Petrol,48.99
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,5.0,2023,Diesel,44.95
Audi A4 Avant,35 TFSI Sport 5dr,19.566,2019,Petrol,21.95
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,1.356,2023,Hybrid,56.995
Audi Q2,30 TFSI Black Edition 5dr [Tech Pro],2.001,2024,Petrol,32.99
Audi Q2,35 TFSI Sport 5dr S Tronic [Tech],1.5,2024,Petrol,32.49
Audi Q2,35 TFSI S Line 5dr S Tronic,10.0,2024,Petrol,33.95
Audi Q2,35 TFSI Sport 5dr S Tronic,126.0,2024,Petrol,29.995
Audi Q5 Sportback,50 TFSI e Quattro Edition 1 5dr S Tronic,1.527,2024,Hybrid,57.985
Audi A4,35 TDI S Line 4dr S Tronic,6.773,2023,Diesel,30.85
Audi A4 Avant,35 TDI S Line 5dr S Tronic,2.5,2023,Diesel,37.95
Audi A4,35 TDI Black Edition 4dr S Tronic,29.462,2020,Diesel,24.985
Audi A4 Avant,35 TFSI S Line 5dr S Tronic,1.968,2023,Petrol,39.999
Audi A4,35 TFSI Black Edition 4dr S Tronic,16.83,2021,Petrol,25.99
Audi A4 Avant,35 TDI S Line 5dr S Tronic,7.873,2023,Diesel,34.999
Audi A4 Avant,40 TFSI 204 S Line 5dr S Tronic,1.4,2024,Petrol,42.99
Audi A4 Avant,35 TFSI S Line 5dr S Tronic,10.0,2024,Petrol,43.95
